scorer,DLC_resnet50_OpenFieldDez1shuffle1_75000,DLC_resnet50_OpenFieldDez1shuffle1_75000,DLC_resnet50_OpenFieldDez1shuffle1_75000,DLC_resnet50_OpenFieldDez1shuffle1_75000,DLC_resnet50_OpenFieldDez1shuffle1_75000,DLC_resnet50_OpenFieldDez1shuffle1_75000,DLC_resnet50_OpenFieldDez1shuffle1_75000,DLC_resnet50_OpenFieldDez1shuffle1_75000,DLC_resnet50_OpenFieldDez1shuffle1_75000,DLC_resnet50_OpenFieldDez1shuffle1_75000,DLC_resnet50_OpenFieldDez1shuffle1_75000,DLC_resnet50_OpenFieldDez1shuffle1_75000
bodyparts,nose,nose,nose,earL,earL,earL,earR,earR,earR,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,244.25425720214844,50.96416473388672,0.9999800324440002,246.8685302734375,35.602378845214844,0.9999035596847534,241.5977020263672,35.786659240722656,0.9999127984046936,245.70896911621094,17.5474796295166,0.999373197555542
1,243.8255615234375,53.389278411865234,0.999928891658783,247.51222229003906,39.11464309692383,0.9978177547454834,240.84580993652344,39.660640716552734,0.9974905252456665,247.1315460205078,26.899826049804688,0.9885220527648926
2,244.0463409423828,54.56407165527344,0.9999767541885376,247.58148193359375,41.766510009765625,0.9998923540115356,240.36940002441406,42.50401306152344,0.999756932258606,245.96051025390625,22.08200454711914,0.9986701011657715
3,244.548583984375,57.27694320678711,0.9999718070030212,247.07015991210938,45.0517463684082,0.9999388456344604,240.91314697265625,45.931270599365234,0.9998655319213867,246.5547637939453,26.66575050354004,0.9999241828918457
4,245.19528198242188,59.501502990722656,0.9999862313270569,248.08856201171875,49.0640754699707,0.9999595284461975,243.11624145507812,48.47139358520508,0.9999653697013855,247.21958923339844,28.167600631713867,0.9999854564666748
5,246.23876953125,59.0215950012207,0.9999712705612183,248.06539916992188,49.32126235961914,0.9998891353607178,244.13748168945312,48.48265075683594,0.9999516606330872,245.58827209472656,32.35772705078125,0.9999836683273315
6,246.05191040039062,60.285709381103516,0.9999416470527649,247.63648986816406,51.865455627441406,0.9997091293334961,243.85955810546875,50.7476692199707,0.9998971223831177,245.38592529296875,35.597171783447266,0.9999843239784241
7,245.88551330566406,63.84165573120117,0.9999749660491943,245.8750457763672,56.127140045166016,0.9996629953384399,244.39456176757812,55.407630920410156,0.9995511174201965,244.59996032714844,37.585716247558594,0.9999809265136719
